,fn,target
2782,005581.jpg,"(array([156, 183, 222, 235]), 8)"
2783,005587.jpg,"(array([112, 243, 207, 331]), 20)"
2784,005589.jpg,"(array([ 99,  75, 280, 302]), 18)"
2785,005594.jpg,"(array([ 32,  10, 458, 390]), 15)"
2786,005595.jpg,"(array([ 50,   9, 412, 499]), 14)"
2787,005596.jpg,"(array([173, 101, 396, 278]), 15)"
2788,005597.jpg,"(array([184,  20, 374, 407]), 11)"
2789,005598.jpg,"(array([ 33,  57, 251, 419]), 6)"
2790,005602.jpg,"(array([104, 130, 270, 388]), 12)"
2791,005604.jpg,"(array([  0,   0, 464, 318]), 4)"
2792,005607.jpg,"(array([120, 173, 262, 343]), 8)"
2793,005610.jpg,"(array([125,  57, 389, 342]), 13)"
2794,005612.jpg,"(array([ 29,   0, 311, 152]), 15)"
2795,005616.jpg,"(array([ 77,  35, 174, 400]), 4)"
2796,005617.jpg,"(array([141, 198, 269, 345]), 10)"
2797,005619.jpg,"(array([  0,   0, 374, 499]), 2)"
2798,005621.jpg,"(array([124, 137, 313, 354]), 8)"
2799,005622.jpg,"(array([194,  86, 370, 480]), 11)"
2800,005623.jpg,"(array([  0, 377, 118, 495]), 9)"
2801,005626.jpg,"(array([ 34,  14, 305, 499]), 19)"
2802,005627.jpg,"(array([ 94, 269, 214, 492]), 7)"
2803,005628.jpg,"(array([ 45,   0, 374, 499]), 11)"
2804,005632.jpg,"(array([ 63,   1, 277, 296]), 2)"
2805,005633.jpg,"(array([ 48,  25, 211, 485]), 1)"
2806,005634.jpg,"(array([ 53, 272, 306, 434]), 15)"
2807,005635.jpg,"(array([106,   0, 374, 143]), 5)"
2808,005638.jpg,"(array([ 88,  72, 332, 361]), 15)"
2809,005642.jpg,"(array([ 68, 162, 292, 370]), 2)"
2810,005643.jpg,"(array([ 98,   1, 304, 473]), 19)"
2811,005646.jpg,"(array([164,   0, 249, 165]), 8)"
2812,005649.jpg,"(array([123,  89, 312, 429]), 7)"
2813,005650.jpg,"(array([ 66,  85, 374, 388]), 15)"
2814,005651.jpg,"(array([ 81, 230, 274, 381]), 12)"
2815,005656.jpg,"(array([ 89, 294, 334, 437]), 15)"
2816,005659.jpg,"(array([ 59, 185, 259, 499]), 19)"
2817,005661.jpg,"(array([205,   3, 374, 317]), 11)"
2818,005663.jpg,"(array([154,   0, 195,  74]), 6)"
2819,005665.jpg,"(array([162, 376, 276, 478]), 9)"
2820,005666.jpg,"(array([404,  84, 499, 136]), 15)"
2821,005667.jpg,"(array([182,  68, 297, 482]), 3)"
2822,005670.jpg,"(array([ 83,  66, 303, 463]), 6)"
2823,005671.jpg,"(array([ 41,   0, 374, 470]), 12)"
2824,005673.jpg,"(array([ 93,  21, 187, 124]), 16)"
2825,005675.jpg,"(array([  2,   0, 499, 357]), 18)"
2826,005677.jpg,"(array([ 65, 115, 356, 354]), 13)"
2827,005678.jpg,"(array([ 58,  42, 313, 474]), 14)"
2828,005681.jpg,"(array([ 41,  17, 345, 468]), 3)"
2829,005683.jpg,"(array([  0,  58, 315, 499]), 2)"
2830,005684.jpg,"(array([246,  73, 290, 185]), 12)"
2831,005688.jpg,"(array([122,  71, 333, 386]), 8)"
2832,005689.jpg,"(array([ 16,   0, 371, 479]), 19)"
2833,005690.jpg,"(array([118,   1, 206, 442]), 19)"
2834,005691.jpg,"(array([  0,   2, 499, 217]), 15)"
2835,005692.jpg,"(array([ 39,  82, 261, 453]), 12)"
2836,005694.jpg,"(array([ 80,  23, 351, 433]), 7)"
2837,005698.jpg,"(array([ 84, 152, 289, 343]), 15)"
2838,005703.jpg,"(array([ 11,  69, 499, 334]), 15)"
2839,005706.jpg,"(array([199,  42, 340, 462]), 7)"
2840,005707.jpg,"(array([202, 400, 245, 465]), 14)"
2841,005708.jpg,"(array([ 24,   2, 357, 133]), 15)"
2842,005709.jpg,"(array([129,  75, 286, 312]), 2)"
2843,005711.jpg,"(array([165, 198, 326, 379]), 10)"
2844,005712.jpg,"(array([ 17,   3, 297, 372]), 12)"
2845,005717.jpg,"(array([ 94,   0, 374, 177]), 15)"
2846,005720.jpg,"(array([  0,  25, 470, 309]), 4)"
2847,005721.jpg,"(array([148,   4, 374, 487]), 18)"
2848,005722.jpg,"(array([148,  44, 374, 390]), 13)"
2849,005724.jpg,"(array([205,  55, 499, 308]), 14)"
2850,005725.jpg,"(array([ 70,   0, 499, 290]), 15)"
2851,005726.jpg,"(array([ 38,   1, 499, 373]), 11)"
2852,005727.jpg,"(array([157, 123, 332, 436]), 18)"
2853,005733.jpg,"(array([ 91, 177, 263, 425]), 13)"
2854,005734.jpg,"(array([237, 196, 373, 333]), 9)"
2855,005737.jpg,"(array([  1,   1, 287, 482]), 6)"
2856,005739.jpg,"(array([ 15,   4, 372, 455]), 6)"
2857,005744.jpg,"(array([220, 204, 498, 304]), 12)"
2858,005745.jpg,"(array([ 11,  62, 461, 365]), 15)"
2859,005746.jpg,"(array([ 68, 260, 233, 499]), 6)"
2860,005748.jpg,"(array([ 65, 127, 374, 413]), 15)"
2861,005750.jpg,"(array([131, 285, 234, 329]), 15)"
2862,005751.jpg,"(array([120, 219, 212, 322]), 19)"
2863,005753.jpg,"(array([ 58,  44, 371, 234]), 15)"
2864,005754.jpg,"(array([200,   7, 371, 179]), 18)"
2865,005758.jpg,"(array([ 74,   4, 374, 499]), 11)"
2866,005759.jpg,"(array([179, 347, 244, 460]), 14)"
2867,005763.jpg,"(array([129,  65, 257, 298]), 7)"
2868,005766.jpg,"(array([ 93, 349, 215, 463]), 15)"
2869,005767.jpg,"(array([151,  99, 337, 340]), 18)"
2870,005770.jpg,"(array([ 97, 101, 255, 483]), 7)"
2871,005771.jpg,"(array([108, 333, 154, 379]), 4)"
2872,005772.jpg,"(array([134,  85, 393, 263]), 3)"
2873,005774.jpg,"(array([ 68,  18, 477, 432]), 14)"
2874,005775.jpg,"(array([ 89,  52, 279, 301]), 7)"
2875,005776.jpg,"(array([ 56,  29, 374, 420]), 12)"
2876,005777.jpg,"(array([  0, 184, 332, 469]), 15)"
2877,005778.jpg,"(array([116,   1, 374, 499]), 18)"
2878,005785.jpg,"(array([  1,   0, 374, 499]), 18)"
2879,005787.jpg,"(array([167,   2, 456, 318]), 14)"
2880,005792.jpg,"(array([ 21,   5, 332, 322]), 15)"
2881,005793.jpg,"(array([ 60,  23, 304, 437]), 7)"
2882,005795.jpg,"(array([ 31,   1, 499, 486]), 17)"
2883,005797.jpg,"(array([106,   0, 364, 269]), 10)"
2884,005798.jpg,"(array([  3, 366, 173, 474]), 15)"
2885,005800.jpg,"(array([  2,  22, 374, 464]), 15)"
2886,005801.jpg,"(array([ 64,  14, 370, 477]), 18)"
2887,005802.jpg,"(array([ 53,  93, 305, 377]), 3)"
2888,005804.jpg,"(array([  1, 383, 351, 499]), 16)"
2889,005807.jpg,"(array([204, 299, 277, 394]), 20)"
2890,005808.jpg,"(array([116,  26, 374, 315]), 15)"
2891,005809.jpg,"(array([ 94, 120, 261, 437]), 6)"
2892,005810.jpg,"(array([ 32,  90, 278, 499]), 12)"
2893,005816.jpg,"(array([122, 106, 346, 416]), 14)"
2894,005820.jpg,"(array([ 15,   6, 309, 499]), 8)"
2895,005822.jpg,"(array([ 18,  79, 499, 490]), 13)"
2896,005823.jpg,"(array([  7,   0, 499, 154]), 15)"
2897,005827.jpg,"(array([106,  17, 343, 230]), 9)"
2898,005832.jpg,"(array([129,   1, 273, 230]), 8)"
2899,005833.jpg,"(array([154, 321, 198, 379]), 3)"
2900,005834.jpg,"(array([224,  92, 379, 260]), 20)"
2901,005835.jpg,"(array([  0,   0, 206, 478]), 7)"
2902,005837.jpg,"(array([ 29,   0, 364, 394]), 19)"
2903,005842.jpg,"(array([138, 258, 267, 498]), 7)"
2904,005844.jpg,"(array([109, 156, 360, 389]), 11)"
2905,005846.jpg,"(array([131, 163, 374, 304]), 3)"
2906,005847.jpg,"(array([ 34,  71, 296, 463]), 19)"
2907,005848.jpg,"(array([172,  59, 407, 329]), 2)"
2908,005849.jpg,"(array([  1,   1, 265, 498]), 4)"
2909,005855.jpg,"(array([ 84,  39, 193, 463]), 19)"
2910,005857.jpg,"(array([132, 182, 301, 276]), 16)"
2911,005858.jpg,"(array([ 19, 418,  75, 473]), 9)"
2912,005862.jpg,"(array([ 78, 152, 251, 453]), 7)"
2913,005865.jpg,"(array([202, 205, 371, 283]), 15)"
2914,005866.jpg,"(array([136, 156, 293, 262]), 16)"
2915,005869.jpg,"(array([238,  50, 290, 111]), 7)"
2916,005870.jpg,"(array([114,  27, 248, 484]), 6)"
2917,005871.jpg,"(array([ 52,   0, 499, 374]), 11)"
2918,005872.jpg,"(array([ 70,  46, 321, 418]), 8)"
2919,005876.jpg,"(array([253, 152, 418, 392]), 10)"
2920,005880.jpg,"(array([172, 421, 205, 433]), 15)"
2921,005882.jpg,"(array([230, 130, 496, 256]), 13)"
2922,005883.jpg,"(array([285,  77, 449, 296]), 3)"
2923,005886.jpg,"(array([254,  83, 366, 201]), 17)"
2924,005887.jpg,"(array([  2,   0, 331, 390]), 15)"
2925,005890.jpg,"(array([ 16,  86, 210, 195]), 15)"
2926,005891.jpg,"(array([  0, 191, 228, 378]), 8)"
2927,005892.jpg,"(array([100, 142, 154, 234]), 12)"
2928,005896.jpg,"(array([ 97,  14, 499, 274]), 15)"
2929,005898.jpg,"(array([166, 187, 286, 396]), 18)"
2930,005900.jpg,"(array([201,  28, 351,  83]), 15)"
2931,005902.jpg,"(array([130, 343, 276, 481]), 20)"
2932,005904.jpg,"(array([124,  43, 255, 446]), 7)"
2933,005907.jpg,"(array([  0, 226, 394, 499]), 15)"
2934,005913.jpg,"(array([ 37,   0, 279, 497]), 12)"
2935,005915.jpg,"(array([ 72, 201, 212, 326]), 17)"
2936,005916.jpg,"(array([167, 315, 274, 447]), 17)"
2937,005921.jpg,"(array([ 42, 283, 353, 422]), 15)"
2938,005922.jpg,"(array([ 27, 393, 374, 499]), 15)"
2939,005924.jpg,"(array([ 60,  64, 303, 426]), 7)"
2940,005925.jpg,"(array([279, 351, 335, 446]), 2)"
2941,005926.jpg,"(array([ 26,  27, 499, 313]), 15)"
2942,005927.jpg,"(array([ 81,  23, 253, 486]), 1)"
2943,005929.jpg,"(array([122,  20, 335, 489]), 7)"
2944,005931.jpg,"(array([240, 301, 308, 395]), 14)"
2945,005932.jpg,"(array([297, 311, 329, 387]), 7)"
2946,005933.jpg,"(array([142, 209, 228, 415]), 19)"
2947,005934.jpg,"(array([ 23,  76, 370, 488]), 9)"
2948,005935.jpg,"(array([254, 209, 373, 319]), 18)"
2949,005936.jpg,"(array([ 68,  64, 251, 421]), 8)"
2950,005937.jpg,"(array([119,   0, 368, 497]), 18)"
2951,005939.jpg,"(array([ 34, 102, 374, 499]), 18)"
2952,005941.jpg,"(array([226,  29, 374, 322]), 11)"
2953,005942.jpg,"(array([ 63, 303, 332, 499]), 15)"
2954,005943.jpg,"(array([140,   0, 345, 317]), 18)"
2955,005944.jpg,"(array([ 45,  86, 207, 265]), 13)"
2956,005945.jpg,"(array([ 28, 228, 372, 418]), 15)"
2957,005946.jpg,"(array([  8,  99, 318, 490]), 20)"
2958,005949.jpg,"(array([ 24,   1, 322, 481]), 8)"
2959,005950.jpg,"(array([ 88,  91, 212, 287]), 4)"
2960,005953.jpg,"(array([ 61,   1, 499, 374]), 7)"
2961,005955.jpg,"(array([  1,  12, 332, 499]), 12)"
2962,005957.jpg,"(array([ 22, 104, 360, 449]), 8)"
2963,005958.jpg,"(array([  3, 208, 332, 498]), 15)"
2964,005959.jpg,"(array([  1,  86, 260, 448]), 7)"
2965,005962.jpg,"(array([ 78,   2, 333, 301]), 8)"
2966,005965.jpg,"(array([128,  23, 327, 185]), 1)"
2967,005966.jpg,"(array([ 87, 259, 374, 499]), 15)"
2968,005967.jpg,"(array([ 21,  88, 197, 211]), 13)"
2969,005969.jpg,"(array([ 58,  40, 374, 352]), 15)"
2970,005972.jpg,"(array([ 39,  91, 454, 307]), 15)"
2971,005973.jpg,"(array([131, 132, 395, 332]), 13)"
2972,005974.jpg,"(array([148, 141, 267, 330]), 7)"
2973,005976.jpg,"(array([207,  81, 332, 191]), 9)"
2974,005977.jpg,"(array([ 99,   0, 374, 396]), 8)"
2975,005978.jpg,"(array([116,   0, 239, 209]), 6)"
2976,005982.jpg,"(array([ 76, 133, 499, 299]), 15)"
2977,005986.jpg,"(array([ 46,  63, 295, 423]), 19)"
2978,005987.jpg,"(array([ 86,  99, 259, 357]), 7)"
2979,005993.jpg,"(array([ 42, 103, 374, 411]), 15)"
2980,005994.jpg,"(array([ 92, 134, 332, 345]), 15)"
2981,005997.jpg,"(array([129, 165, 314, 270]), 12)"
2982,005999.jpg,"(array([ 53,  39, 282, 442]), 19)"
2983,006002.jpg,"(array([ 70, 418, 353, 479]), 15)"
2984,006003.jpg,"(array([ 76, 204, 363, 332]), 5)"
2985,006006.jpg,"(array([ 54,  64, 333, 411]), 7)"
2986,006007.jpg,"(array([ 75, 174, 247, 324]), 12)"
2987,006008.jpg,"(array([  0,  21, 374, 499]), 14)"
2988,006010.jpg,"(array([181, 116, 267, 241]), 11)"
2989,006013.jpg,"(array([293, 297, 371, 495]), 6)"
2990,006014.jpg,"(array([ 19, 176, 453, 324]), 4)"
2991,006015.jpg,"(array([251, 225, 318, 271]), 2)"
2992,006016.jpg,"(array([ 39,   3, 300, 481]), 7)"
2993,006017.jpg,"(array([ 67,  28, 345, 461]), 7)"
2994,006019.jpg,"(array([ 67,   0, 374, 495]), 7)"
2995,006021.jpg,"(array([ 45,  68, 168, 248]), 10)"
2996,006022.jpg,"(array([  2, 174, 499, 387]), 16)"
2997,006024.jpg,"(array([ 89,  51, 233, 441]), 1)"
2998,006031.jpg,"(array([108,  19, 314, 474]), 18)"
2999,006032.jpg,"(array([245, 287, 318, 395]), 2)"
3000,006034.jpg,"(array([ 35,   5, 136, 286]), 7)"
3001,006036.jpg,"(array([  2, 106, 330, 275]), 15)"
3002,006037.jpg,"(array([ 20, 100, 181, 311]), 12)"
3003,006039.jpg,"(array([ 49, 194, 180, 368]), 12)"
3004,006040.jpg,"(array([ 91,   8, 374, 280]), 15)"
3005,006044.jpg,"(array([  6, 158, 374, 499]), 12)"
3006,006047.jpg,"(array([160,  67, 209, 160]), 7)"
3007,006048.jpg,"(array([  0,   0, 389, 330]), 4)"
3008,006049.jpg,"(array([225, 205, 477, 370]), 16)"
3009,006050.jpg,"(array([ 13,  78, 374, 366]), 9)"
3010,006051.jpg,"(array([198, 319, 224, 380]), 1)"
3011,006052.jpg,"(array([ 50, 128, 373, 496]), 8)"
3012,006053.jpg,"(array([106,   0, 499, 290]), 3)"
3013,006054.jpg,"(array([ 85, 151, 240, 260]), 3)"
3014,006056.jpg,"(array([108,   2, 332, 499]), 11)"
3015,006057.jpg,"(array([208,  97, 360, 263]), 11)"
3016,006059.jpg,"(array([273,   1, 450, 254]), 14)"
3017,006060.jpg,"(array([ 68, 262, 332, 499]), 15)"
3018,006063.jpg,"(array([ 87,  59, 309, 308]), 8)"
3019,006064.jpg,"(array([  0,  65, 312, 499]), 8)"
3020,006068.jpg,"(array([146,   3, 267, 110]), 20)"
3021,006072.jpg,"(array([ 14, 232, 335, 308]), 5)"
3022,006075.jpg,"(array([180, 350, 244, 418]), 20)"
3023,006076.jpg,"(array([117,  19, 498, 255]), 15)"
3024,006077.jpg,"(array([141, 156, 221, 301]), 19)"
3025,006080.jpg,"(array([ 13,   1, 499, 497]), 8)"
3026,006081.jpg,"(array([190,  91, 298, 264]), 11)"
3027,006082.jpg,"(array([  3,   0, 374, 393]), 6)"
3028,006083.jpg,"(array([ 72,  75, 361, 378]), 14)"
3029,006085.jpg,"(array([158,  82, 335, 261]), 10)"
3030,006086.jpg,"(array([238,   2, 473, 496]), 11)"
3031,006087.jpg,"(array([  0,   0, 336, 256]), 15)"
3032,006090.jpg,"(array([ 67,  45, 499, 374]), 8)"
3033,006092.jpg,"(array([  0, 176, 293, 330]), 15)"
3034,006093.jpg,"(array([ 91, 211, 377, 413]), 15)"
3035,006094.jpg,"(array([133, 281, 330, 455]), 7)"
3036,006099.jpg,"(array([  0,   0, 354, 494]), 12)"
3037,006101.jpg,"(array([ 33, 286, 394, 458]), 15)"
3038,006102.jpg,"(array([147, 156, 222, 316]), 3)"
3039,006106.jpg,"(array([115,   0, 374, 269]), 13)"
3040,006109.jpg,"(array([268,  41, 313, 132]), 7)"
3041,006110.jpg,"(array([219, 335, 255, 380]), 4)"
3042,006112.jpg,"(array([ 33,   0, 370, 334]), 12)"
3043,006113.jpg,"(array([151, 205, 290, 323]), 6)"
3044,006114.jpg,"(array([234, 204, 494, 374]), 8)"
3045,006115.jpg,"(array([222, 107, 382, 465]), 18)"
3046,006116.jpg,"(array([ 97, 168, 231, 342]), 20)"
3047,006118.jpg,"(array([  5, 163, 333, 461]), 15)"
3048,006119.jpg,"(array([ 67, 190, 332, 451]), 14)"
3049,006121.jpg,"(array([139, 198, 258, 449]), 7)"
3050,006122.jpg,"(array([ 39, 149, 329, 362]), 13)"
3051,006126.jpg,"(array([160,  86, 264, 301]), 18)"
3052,006127.jpg,"(array([124,   0, 420, 309]), 19)"
3053,006132.jpg,"(array([ 24, 251, 332, 467]), 3)"
3054,006137.jpg,"(array([135, 105, 233, 393]), 7)"
3055,006138.jpg,"(array([ 77,   1, 215, 237]), 19)"
3056,006142.jpg,"(array([ 21, 292, 374, 499]), 15)"
3057,006143.jpg,"(array([192, 108, 373, 245]), 13)"
3058,006144.jpg,"(array([ 18,  32, 404, 390]), 20)"
3059,006145.jpg,"(array([ 67, 288, 332, 499]), 15)"
3060,006147.jpg,"(array([104, 174, 208, 202]), 15)"
3061,006149.jpg,"(array([ 29,   0, 253, 353]), 12)"
3062,006152.jpg,"(array([ 31,  98, 374, 272]), 15)"
3063,006154.jpg,"(array([ 56,   0, 414, 350]), 19)"
3064,006155.jpg,"(array([173, 392, 218, 495]), 7)"
3065,006157.jpg,"(array([182,   0, 499, 254]), 15)"
3066,006160.jpg,"(array([165, 152, 266, 226]), 4)"
3067,006164.jpg,"(array([389,  91, 442, 325]), 4)"
3068,006165.jpg,"(array([191,  17, 439, 233]), 2)"
3069,006167.jpg,"(array([ 17, 126, 332, 314]), 15)"
3070,006168.jpg,"(array([ 21,  60, 334, 499]), 15)"
3071,006169.jpg,"(array([174,  46, 329, 346]), 18)"
3072,006173.jpg,"(array([233,  92, 308, 192]), 10)"
3073,006178.jpg,"(array([172,   0, 332,  52]), 15)"
3074,006182.jpg,"(array([ 93,  89, 273, 438]), 12)"
3075,006186.jpg,"(array([  0,  72, 318, 498]), 15)"
3076,006191.jpg,"(array([ 82,   8, 278, 290]), 19)"
3077,006192.jpg,"(array([ 17, 195, 296, 333]), 15)"
3078,006193.jpg,"(array([183,   0, 336, 228]), 14)"
3079,006194.jpg,"(array([  0,   1, 268, 499]), 12)"
3080,006195.jpg,"(array([ 85, 118, 494, 258]), 15)"
3081,006197.jpg,"(array([ 26,  95, 374, 429]), 6)"
3082,006199.jpg,"(array([ 63, 234, 337, 432]), 15)"
3083,006200.jpg,"(array([ 69, 201, 374, 465]), 15)"
3084,006204.jpg,"(array([180, 175, 229, 313]), 19)"
3085,006205.jpg,"(array([183, 249, 302, 327]), 4)"
3086,006207.jpg,"(array([ 42,  40, 322, 378]), 13)"
3087,006211.jpg,"(array([238, 150, 282, 200]), 8)"
3088,006213.jpg,"(array([239,  41, 443, 354]), 7)"
3089,006217.jpg,"(array([259,  81, 448, 180]), 17)"
3090,006226.jpg,"(array([202,   1, 499, 299]), 11)"
3091,006227.jpg,"(array([ 60,  90, 138, 247]), 12)"
3092,006228.jpg,"(array([ 43,   1, 353, 457]), 7)"
3093,006231.jpg,"(array([127,  38, 499, 374]), 16)"
3094,006232.jpg,"(array([144,  85, 281, 481]), 1)"
3095,006237.jpg,"(array([ 32,  94, 499, 280]), 15)"
3096,006239.jpg,"(array([142,   0, 449, 143]), 15)"
3097,006242.jpg,"(array([152,  35, 213, 138]), 7)"
3098,006244.jpg,"(array([107, 233, 183, 318]), 3)"
3099,006245.jpg,"(array([  2,   0, 374, 331]), 12)"
3100,006246.jpg,"(array([  0,   9, 374, 499]), 7)"
3101,006248.jpg,"(array([ 15, 252, 335, 499]), 15)"
3102,006253.jpg,"(array([ 37,   2, 330, 222]), 12)"
3103,006255.jpg,"(array([  3,   0, 374, 368]), 15)"
3104,006256.jpg,"(array([ 84,  65, 299, 402]), 7)"
3105,006257.jpg,"(array([137,  22, 327, 479]), 18)"
3106,006263.jpg,"(array([ 80,  10, 237, 492]), 1)"
3107,006265.jpg,"(array([108, 187, 260, 385]), 8)"
3108,006266.jpg,"(array([ 35, 237, 236, 335]), 15)"
3109,006268.jpg,"(array([126,  63, 354, 246]), 3)"
3110,006271.jpg,"(array([ 37,   0, 374, 499]), 11)"
3111,006273.jpg,"(array([ 38, 145, 309, 301]), 15)"
3112,006274.jpg,"(array([ 16, 115, 244, 380]), 15)"
3113,006278.jpg,"(array([ 20,  49, 326, 472]), 19)"
3114,006280.jpg,"(array([ 95, 293, 237, 433]), 8)"
3115,006283.jpg,"(array([  7,  22, 329, 499]), 7)"
3116,006287.jpg,"(array([191,   0, 373, 462]), 18)"
3117,006288.jpg,"(array([ 99,   0, 373, 499]), 18)"
3118,006292.jpg,"(array([198,  74, 332, 363]), 2)"
3119,006293.jpg,"(array([190,  93, 288, 201]), 9)"
3120,006294.jpg,"(array([ 69,  10, 237, 493]), 1)"
3121,006297.jpg,"(array([124, 216, 260, 403]), 18)"
3122,006298.jpg,"(array([ 24,  64, 371, 410]), 6)"
3123,006302.jpg,"(array([ 89, 409, 269, 499]), 4)"
3124,006303.jpg,"(array([  2, 353, 370, 499]), 16)"
3125,006307.jpg,"(array([107, 296, 186, 439]), 18)"
3126,006308.jpg,"(array([  2,  33, 283, 372]), 20)"
3127,006310.jpg,"(array([  2, 229, 321, 499]), 15)"
3128,006311.jpg,"(array([ 84, 171, 235, 261]), 16)"
3129,006312.jpg,"(array([ 91, 340, 236, 476]), 2)"
3130,006313.jpg,"(array([ 86,  87, 374, 224]), 15)"
3131,006315.jpg,"(array([134, 260, 318, 406]), 12)"
3132,006316.jpg,"(array([ 36,  11, 300, 215]), 10)"
3133,006317.jpg,"(array([  1,   0, 300, 499]), 6)"
3134,006322.jpg,"(array([  1,  60, 332, 499]), 15)"
3135,006324.jpg,"(array([177, 244, 304, 412]), 7)"
3136,006326.jpg,"(array([ 75,  20, 319, 391]), 7)"
3137,006327.jpg,"(array([ 60,  43, 341, 236]), 6)"
3138,006328.jpg,"(array([ 95, 163, 283, 325]), 12)"
3139,006331.jpg,"(array([ 88,  97, 278, 396]), 7)"
3140,006332.jpg,"(array([  0,   0, 268, 397]), 4)"
3141,006333.jpg,"(array([ 34,  57, 295, 450]), 7)"
3142,006334.jpg,"(array([169,  73, 243, 220]), 6)"
3143,006336.jpg,"(array([  1,   1, 435, 374]), 8)"
3144,006340.jpg,"(array([ 84,  11, 360, 458]), 7)"
3145,006342.jpg,"(array([ 47,  61, 173, 320]), 3)"
3146,006343.jpg,"(array([126, 280, 209, 405]), 18)"
3147,006345.jpg,"(array([  0,  97, 255, 461]), 20)"
3148,006347.jpg,"(array([101,  17, 206, 454]), 1)"
3149,006354.jpg,"(array([  0,   1, 374, 498]), 18)"
3150,006356.jpg,"(array([ 67,   2, 276, 499]), 19)"
3151,006358.jpg,"(array([199, 344, 234, 424]), 7)"
3152,006359.jpg,"(array([ 39, 166, 271, 499]), 9)"
3153,006360.jpg,"(array([ 65, 352, 337, 499]), 15)"
3154,006361.jpg,"(array([130, 298, 267, 439]), 13)"
3155,006364.jpg,"(array([142,  38, 343, 499]), 13)"
3156,006365.jpg,"(array([ 61,  72, 294, 401]), 13)"
3157,006368.jpg,"(array([ 47,  60, 326, 421]), 13)"
3158,006370.jpg,"(array([118, 160, 426, 233]), 15)"
3159,006372.jpg,"(array([ 40, 166, 299, 499]), 19)"
3160,006373.jpg,"(array([370, 234, 499, 373]), 18)"
3161,006376.jpg,"(array([ 16,  34, 354, 455]), 7)"
3162,006378.jpg,"(array([170, 277, 282, 368]), 10)"
3163,006379.jpg,"(array([117, 230, 300, 439]), 3)"
3164,006380.jpg,"(array([ 84,  72, 374, 420]), 11)"
3165,006383.jpg,"(array([ 21,  42, 157, 480]), 7)"
3166,006384.jpg,"(array([ 80,  35, 417, 337]), 15)"
3167,006386.jpg,"(array([166, 232, 320, 462]), 7)"
3168,006388.jpg,"(array([189,  14, 343, 445]), 6)"
3169,006389.jpg,"(array([ 42, 163, 131, 263]), 20)"
3170,006390.jpg,"(array([ 10,  85, 374, 499]), 15)"
3171,006393.jpg,"(array([218, 228, 332, 321]), 9)"
3172,006394.jpg,"(array([ 15,  32, 451, 321]), 8)"
3173,006397.jpg,"(array([ 43,  46, 173, 426]), 7)"
3174,006399.jpg,"(array([  5, 207, 332, 478]), 12)"
3175,006401.jpg,"(array([180, 274, 276, 404]), 13)"
3176,006402.jpg,"(array([ 74,  70, 161, 106]), 5)"
3177,006403.jpg,"(array([ 49,  38, 374, 499]), 12)"
3178,006405.jpg,"(array([214,  22, 404, 247]), 6)"
3179,006406.jpg,"(array([111, 289, 149, 373]), 1)"
3180,006407.jpg,"(array([ 91,  46, 342, 384]), 6)"
3181,006408.jpg,"(array([153, 169, 246, 192]), 4)"
3182,006410.jpg,"(array([145,  62, 232, 297]), 19)"
3183,006412.jpg,"(array([ 48,  11, 349, 495]), 2)"
3184,006413.jpg,"(array([180,  31, 495, 215]), 2)"
3185,006414.jpg,"(array([  2, 179, 332, 499]), 10)"
3186,006415.jpg,"(array([149,  14, 287, 482]), 7)"
3187,006416.jpg,"(array([203, 372, 308, 418]), 15)"
3188,006420.jpg,"(array([175,   0, 268, 110]), 7)"
3189,006422.jpg,"(array([276,  16, 374, 211]), 9)"
3190,006423.jpg,"(array([116, 223, 154, 280]), 7)"
3191,006426.jpg,"(array([149,   0, 499, 195]), 15)"
3192,006431.jpg,"(array([132, 133, 294, 354]), 14)"
3193,006432.jpg,"(array([102, 124, 374, 284]), 15)"
3194,006435.jpg,"(array([184, 110, 290, 389]), 7)"
3195,006439.jpg,"(array([ 23,  70, 388, 374]), 8)"
3196,006441.jpg,"(array([183,   0, 261,  68]), 7)"
3197,006446.jpg,"(array([  1, 207, 374, 499]), 15)"
3198,006451.jpg,"(array([  0,  85, 222, 499]), 9)"
3199,006452.jpg,"(array([118, 159, 460, 254]), 15)"
